article,canonical_service_catalog_item_id,duplicate_service_catalog_item_id,row_role,name,folder_path,category,source_url,base_price,is_active,is_calculable,description_length,full_description_length,rules_parse_status,reason,duplicate_kind,duplicate_group_size,group_risk
122439,59149bdb-4cce-4115-ab87-c3d174788596,59149bdb-4cce-4115-ab87-c3d174788596,canonical,"Крайкування кутів, радіусів стільниць ПУР білим",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_pur_belym/,286.98,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
122439,59149bdb-4cce-4115-ab87-c3d174788596,5d6cfc1c-2ad1-4190-97fd-e2a8e364dbb3,duplicate,"Крайкування кутів, радіусів стільниць ПУР білим",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_pur_belym/,286.98,True,True,33,0,no_full_description,duplicate of 59149bdb-4cce-4115-ab87-c3d174788596,identical,2,low
122440,095a90cb-f6e0-4c77-bf4f-29ca7a503e92,095a90cb-f6e0-4c77-bf4f-29ca7a503e92,canonical,"Крайкування кутів, радіусів стяжок ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_pur/,196.98,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
122440,095a90cb-f6e0-4c77-bf4f-29ca7a503e92,6d17edb9-7034-4b01-9486-784ec20e15b5,duplicate,"Крайкування кутів, радіусів стяжок ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_pur/,196.98,True,True,33,0,no_full_description,duplicate of 095a90cb-f6e0-4c77-bf4f-29ca7a503e92,identical,2,low
122441,04772c70-e833-4cec-9056-9f4a0d2e5972,04772c70-e833-4cec-9056-9f4a0d2e5972,canonical,"Крайкування кутів, радіусів стяжок ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_pur_plit_vg_i_gt/,234.96,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
122441,04772c70-e833-4cec-9056-9f4a0d2e5972,6daaad0b-9d49-493e-9115-cd0349e5646f,duplicate,"Крайкування кутів, радіусів стяжок ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_pur_plit_vg_i_gt/,234.96,True,True,33,0,no_full_description,duplicate of 04772c70-e833-4cec-9056-9f4a0d2e5972,identical,2,low
122442,206dee0c-a4a8-45a5-98cd-19893382fcd5,206dee0c-a4a8-45a5-98cd-19893382fcd5,canonical,"Крайкування кутів, радіусів стяжок ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_pur_belym/,196.98,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
122442,206dee0c-a4a8-45a5-98cd-19893382fcd5,71d7a8af-c7e0-4be2-882f-fde7b39f08a8,duplicate,"Крайкування кутів, радіусів стяжок ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_pur_belym/,196.98,True,True,33,0,no_full_description,duplicate of 206dee0c-a4a8-45a5-98cd-19893382fcd5,identical,2,low
122443,1d5b378f-101c-4e4d-9a77-2c2e984655cc,1d5b378f-101c-4e4d-9a77-2c2e984655cc,canonical,"Крайкування кутів, радіусів стяжок ПУР білим клеєм(плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_pur_belym_plit_vg_i_gt/,234.96,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
122443,1d5b378f-101c-4e4d-9a77-2c2e984655cc,bb748e2d-753d-46cd-965c-3891a578a2a6,duplicate,"Крайкування кутів, радіусів стяжок ПУР білим клеєм(плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_pur_belym_plit_vg_i_gt/,234.96,True,True,33,0,no_full_description,duplicate of 1d5b378f-101c-4e4d-9a77-2c2e984655cc,identical,2,low
122444,3a4cb17d-2f74-4174-8752-ed2a1fbf6dba,3a4cb17d-2f74-4174-8752-ed2a1fbf6dba,canonical,"Крайкування ручне вирізів, вікон мінім. ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_minim_pur/,345.96,True,True,33,386,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122444,3a4cb17d-2f74-4174-8752-ed2a1fbf6dba,9b2289d1-ca7e-452d-bda0-74b4eb0aae43,duplicate,"Крайкування ручне вирізів, вікон мінім. ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_minim_pur/,345.96,True,True,33,386,parsed,duplicate of 3a4cb17d-2f74-4174-8752-ed2a1fbf6dba,identical,2,low
122445,ca15ab74-87df-4caf-b727-4f38c46b9cf3,ca15ab74-87df-4caf-b727-4f38c46b9cf3,canonical,"Крайкування ручне вирізів, вікон мінім. ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_minim_pur_plit_vg_i_gt/,405.96,True,True,33,363,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122445,ca15ab74-87df-4caf-b727-4f38c46b9cf3,d0d541e6-0d0e-4edc-b737-aed2eaa131a7,duplicate,"Крайкування ручне вирізів, вікон мінім. ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_minim_pur_plit_vg_i_gt/,405.96,True,True,33,363,parsed,duplicate of ca15ab74-87df-4caf-b727-4f38c46b9cf3,identical,2,low
122447,e6fbc9e0-8cfb-420d-9b95-9b64dbc72ae6,e6fbc9e0-8cfb-420d-9b95-9b64dbc72ae6,canonical,"Крайкування ручне вирізів, вікон мінім. ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_minim_pur_belym/,345.96,True,True,33,386,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122447,e6fbc9e0-8cfb-420d-9b95-9b64dbc72ae6,e9dbf639-fc4a-4874-b978-3697ea6ed3f9,duplicate,"Крайкування ручне вирізів, вікон мінім. ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_minim_pur_belym/,345.96,True,True,33,386,parsed,duplicate of e6fbc9e0-8cfb-420d-9b95-9b64dbc72ae6,identical,2,low
122449,3b5b1645-a70b-4a7e-9261-4b8e0d9d4176,3b5b1645-a70b-4a7e-9261-4b8e0d9d4176,canonical,"Крайкування ручне вирізів, вікон мінім. ПУР білим клеєм (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_minim_pur_belym_plit_vg_i_gt/,405.96,True,True,33,363,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122449,3b5b1645-a70b-4a7e-9261-4b8e0d9d4176,74cc870d-a008-44ae-8cf7-5591129b14eb,duplicate,"Крайкування ручне вирізів, вікон мінім. ПУР білим клеєм (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_minim_pur_belym_plit_vg_i_gt/,405.96,True,True,33,363,parsed,duplicate of 3b5b1645-a70b-4a7e-9261-4b8e0d9d4176,identical,2,low
122450,456dbc23-4ce9-4e3d-86ae-1b51a6be9d05,456dbc23-4ce9-4e3d-86ae-1b51a6be9d05,canonical,"Крайкування ручне вирізів, вікон стяжок мінім. ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_minim_pur/,516.0,True,True,33,376,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122450,456dbc23-4ce9-4e3d-86ae-1b51a6be9d05,97186db7-4037-4758-85a5-62c69902cd15,duplicate,"Крайкування ручне вирізів, вікон стяжок мінім. ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_minim_pur/,516.0,True,True,33,376,parsed,duplicate of 456dbc23-4ce9-4e3d-86ae-1b51a6be9d05,identical,2,low
122452,ce899561-6ca1-456d-a855-1003c8bd4ab7,ce899561-6ca1-456d-a855-1003c8bd4ab7,canonical,"Крайкування ручне вирізів, вікон стяжок мінім. ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_minim_pur_plit_vg_i_gt/,636.0,True,True,33,376,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122452,ce899561-6ca1-456d-a855-1003c8bd4ab7,f644fc4d-8430-4aa3-b8b6-394a0cd4d33d,duplicate,"Крайкування ручне вирізів, вікон стяжок мінім. ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_minim_pur_plit_vg_i_gt/,636.0,True,True,33,376,parsed,duplicate of ce899561-6ca1-456d-a855-1003c8bd4ab7,identical,2,low
122453,18051377-2333-4981-8ef4-4b3245c827df,18051377-2333-4981-8ef4-4b3245c827df,canonical,"Крайкування ручне вирізів, вікон стяжок мінім. ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_minim_pur_belym/,516.0,True,True,33,376,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122453,18051377-2333-4981-8ef4-4b3245c827df,b023d260-a69c-432f-a945-7dfe5e2fa03b,duplicate,"Крайкування ручне вирізів, вікон стяжок мінім. ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_minim_pur_belym/,516.0,True,True,33,376,parsed,duplicate of 18051377-2333-4981-8ef4-4b3245c827df,identical,2,low
122454,07d4f084-8e4b-4a73-a862-a380c769bf28,07d4f084-8e4b-4a73-a862-a380c769bf28,canonical,"Крайкування ручне вирізів, вікон стяжок мінім. ПУР білим клеєм (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_minim_pur_belym_plit_vg_i_gt/,636.0,True,True,33,376,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,3,low
122454,07d4f084-8e4b-4a73-a862-a380c769bf28,d72e20ec-a021-49ab-aed5-60eabac61130,duplicate,"Крайкування ручне вирізів, вікон стяжок мінім. ПУР білим клеєм (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_minim_pur_belym_plit_vg_i_gt/,636.0,True,True,33,376,parsed,duplicate of 07d4f084-8e4b-4a73-a862-a380c769bf28,identical,3,low
122454,07d4f084-8e4b-4a73-a862-a380c769bf28,dcdebe2d-95a3-408b-b280-8eb6f486af58,duplicate,"Крайкування ручне вирізів, вікон стяжок мінім. ПУР білим клеєм (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_minim_pur_belym_plit_vg_i_gt/,636.0,True,True,33,376,parsed,duplicate of 07d4f084-8e4b-4a73-a862-a380c769bf28,identical,3,low
122455,7a6f97f5-b469-4733-96dd-ffc94b37dd34,7a6f97f5-b469-4733-96dd-ffc94b37dd34,canonical,"Крайкування кутів, радіусів мінім. ПУР (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_pur_do_200mm/,151.98,True,True,33,513,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122455,7a6f97f5-b469-4733-96dd-ffc94b37dd34,8e64ba1d-7cdc-4f1d-881d-a7dc2d05ec64,duplicate,"Крайкування кутів, радіусів мінім. ПУР (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_pur_do_200mm/,151.98,True,True,33,513,parsed,duplicate of 7a6f97f5-b469-4733-96dd-ffc94b37dd34,identical,2,low
122456,1bc0fda8-9559-4777-b73b-0ce9810e8879,1bc0fda8-9559-4777-b73b-0ce9810e8879,canonical,"Крайкування кутів, радіусів мінім. ПУР (до 200мм) (плит ВГ и ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_pur_do_200mm_plit_vg_i_gt/,192.0,True,True,33,513,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122456,1bc0fda8-9559-4777-b73b-0ce9810e8879,b66445c7-f887-47fc-b8dc-a5ae20a9df77,duplicate,"Крайкування кутів, радіусів мінім. ПУР (до 200мм) (плит ВГ и ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_pur_do_200mm_plit_vg_i_gt/,192.0,True,True,33,513,parsed,duplicate of 1bc0fda8-9559-4777-b73b-0ce9810e8879,identical,2,low
122457,20d34d6d-038d-4f15-81e4-ddddc965f343,20d34d6d-038d-4f15-81e4-ddddc965f343,canonical,"Крайкування кутів, радіусів мінім. ПУР білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_pur_belym_do_200mm/,151.98,True,True,33,513,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122457,20d34d6d-038d-4f15-81e4-ddddc965f343,5466b67b-ff8a-46da-8750-3a68bbb44828,duplicate,"Крайкування кутів, радіусів мінім. ПУР білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_pur_belym_do_200mm/,151.98,True,True,33,513,parsed,duplicate of 20d34d6d-038d-4f15-81e4-ddddc965f343,identical,2,low
122458,1fd70daa-7d8f-4a5f-8cd2-49430695c62d,1fd70daa-7d8f-4a5f-8cd2-49430695c62d,canonical,"Крайкування кутів, радіусів мінім. ПУР білим клеєм(до 200мм) (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_pur_belym_do_200mm_plit_vg_i_gt/,192.0,True,True,33,513,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122458,1fd70daa-7d8f-4a5f-8cd2-49430695c62d,27fb9875-c258-4c1e-a29b-d0f42ab52013,duplicate,"Крайкування кутів, радіусів мінім. ПУР білим клеєм(до 200мм) (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_pur_belym_do_200mm_plit_vg_i_gt/,192.0,True,True,33,513,parsed,duplicate of 1fd70daa-7d8f-4a5f-8cd2-49430695c62d,identical,2,low
122460,1909d220-13e8-42dd-ba60-25043edd15e8,1909d220-13e8-42dd-ba60-25043edd15e8,canonical,"Крайкування кутів, радіусів пластиком мінім. ПУР (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_minim_pur_do_200mm/,573.0,True,True,33,480,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,3,low
122460,1909d220-13e8-42dd-ba60-25043edd15e8,6ac534f2-009f-42d4-90a8-5ccf542d7486,duplicate,"Крайкування кутів, радіусів пластиком мінім. ПУР (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_minim_pur_do_200mm/,573.0,True,True,33,480,parsed,duplicate of 1909d220-13e8-42dd-ba60-25043edd15e8,identical,3,low
122460,1909d220-13e8-42dd-ba60-25043edd15e8,c58f3697-3e6c-48d2-9a23-48aa9b07802d,duplicate,"Крайкування кутів, радіусів пластиком мінім. ПУР (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_minim_pur_do_200mm/,573.0,True,True,33,480,parsed,duplicate of 1909d220-13e8-42dd-ba60-25043edd15e8,identical,3,low
122461,70d5ebed-fa54-4b3f-a6ce-5a73f2189c2b,70d5ebed-fa54-4b3f-a6ce-5a73f2189c2b,canonical,"Крайкування кутів, радіусів пластиком мінім. ПУР білим (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_minim_pur_belym_do_200mm/,573.0,True,True,33,480,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122461,70d5ebed-fa54-4b3f-a6ce-5a73f2189c2b,8eea5fde-eff7-489a-87cc-44553748a786,duplicate,"Крайкування кутів, радіусів пластиком мінім. ПУР білим (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_minim_pur_belym_do_200mm/,573.0,True,True,33,480,parsed,duplicate of 70d5ebed-fa54-4b3f-a6ce-5a73f2189c2b,identical,2,low
122462,8e4524d4-07e4-457a-9ee5-b1514794480a,8e4524d4-07e4-457a-9ee5-b1514794480a,canonical,"Крайкування кутів, радіусів стільниць мінім. ПУР (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_minim_pur_do_200mm/,286.98,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
122462,8e4524d4-07e4-457a-9ee5-b1514794480a,dd1a2b60-502c-4b4c-806c-3879e7505683,duplicate,"Крайкування кутів, радіусів стільниць мінім. ПУР (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_minim_pur_do_200mm/,286.98,True,True,33,0,no_full_description,duplicate of 8e4524d4-07e4-457a-9ee5-b1514794480a,identical,2,low
122463,445f54b5-264e-42b7-9e0b-6b677f1e4991,445f54b5-264e-42b7-9e0b-6b677f1e4991,canonical,"Крайкування кутів, радіусів стільниць мінім. ПУР білим (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_minim_pur_belym_do_200mm/,286.98,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
122463,445f54b5-264e-42b7-9e0b-6b677f1e4991,a3e0794d-0fb4-44ef-bd8a-116a5d7c9494,duplicate,"Крайкування кутів, радіусів стільниць мінім. ПУР білим (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_minim_pur_belym_do_200mm/,286.98,True,True,33,0,no_full_description,duplicate of 445f54b5-264e-42b7-9e0b-6b677f1e4991,identical,2,low
122464,008bc5b7-6da0-4bcc-a959-b63b85e40d46,008bc5b7-6da0-4bcc-a959-b63b85e40d46,canonical,"Крайкування кутів, радіусів стяжок мінім. ПУР (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_pur_do_200mm/,196.98,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,3,low
122464,008bc5b7-6da0-4bcc-a959-b63b85e40d46,2680e364-a5e2-44c3-8321-81526223dba9,duplicate,"Крайкування кутів, радіусів стяжок мінім. ПУР (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_pur_do_200mm/,196.98,True,True,33,0,no_full_description,duplicate of 008bc5b7-6da0-4bcc-a959-b63b85e40d46,identical,3,low
122464,008bc5b7-6da0-4bcc-a959-b63b85e40d46,6d8759f4-ed30-47c8-a8ea-aabefca1ae1d,duplicate,"Крайкування кутів, радіусів стяжок мінім. ПУР (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_pur_do_200mm/,196.98,True,True,33,0,no_full_description,duplicate of 008bc5b7-6da0-4bcc-a959-b63b85e40d46,identical,3,low
122465,2edec9f2-6f07-4089-af32-7d64aa9181d7,2edec9f2-6f07-4089-af32-7d64aa9181d7,canonical,"Крайкування кутів, радіусів стяжок мінім. ПУР (до 200мм) (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_pur_do_200mm_plit_vg_i_gt/,234.96,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
122465,2edec9f2-6f07-4089-af32-7d64aa9181d7,ef17aeb0-fec4-4969-bc9c-3e2147c007e1,duplicate,"Крайкування кутів, радіусів стяжок мінім. ПУР (до 200мм) (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_pur_do_200mm_plit_vg_i_gt/,234.96,True,True,33,0,no_full_description,duplicate of 2edec9f2-6f07-4089-af32-7d64aa9181d7,identical,2,low
122466,005fa3ee-bb20-4b46-a537-3aa1db73e936,005fa3ee-bb20-4b46-a537-3aa1db73e936,canonical,"Крайкування кутів, радіусів стяжок мінім. ПУР білим клеєм(до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_pur_belym_do_200mm/,196.98,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,3,low
122466,005fa3ee-bb20-4b46-a537-3aa1db73e936,5323b6e4-eeed-4b02-a467-245c134143ce,duplicate,"Крайкування кутів, радіусів стяжок мінім. ПУР білим клеєм(до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_pur_belym_do_200mm/,196.98,True,True,33,0,no_full_description,duplicate of 005fa3ee-bb20-4b46-a537-3aa1db73e936,identical,3,low
122466,005fa3ee-bb20-4b46-a537-3aa1db73e936,a17c69a6-7920-453c-9de1-bc0ddf4e14c3,duplicate,"Крайкування кутів, радіусів стяжок мінім. ПУР білим клеєм(до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_pur_belym_do_200mm/,196.98,True,True,33,0,no_full_description,duplicate of 005fa3ee-bb20-4b46-a537-3aa1db73e936,identical,3,low
122467,4cd979a2-83a9-433f-85cd-35ff38f32691,4cd979a2-83a9-433f-85cd-35ff38f32691,canonical,"Крайкування кутів, радіусів стяжок мінім. ПУР білим клеєм(до 200мм) (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_pur_belym_do_200mm_plit_vg_i_gt/,234.96,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
122467,4cd979a2-83a9-433f-85cd-35ff38f32691,a0fd476b-0207-4e6c-8ee2-7d48b28b93ed,duplicate,"Крайкування кутів, радіусів стяжок мінім. ПУР білим клеєм(до 200мм) (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_pur_belym_do_200mm_plit_vg_i_gt/,234.96,True,True,33,0,no_full_description,duplicate of 4cd979a2-83a9-433f-85cd-35ff38f32691,identical,2,low
130923,50fdb033-ada3-45b1-af9a-3606016a5a58,50fdb033-ada3-45b1-af9a-3606016a5a58,canonical,"Крайкування кутів, радіусів ПУР металізованою крайкою",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kraykuvannya-kutiv-radiusiv-pur-metalizovanoyu-kraykoyu/,145.98,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
130923,50fdb033-ada3-45b1-af9a-3606016a5a58,6eb3fd46-dda6-4a97-a3c5-30a67d973ac3,duplicate,"Крайкування кутів, радіусів ПУР металізованою крайкою",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kraykuvannya-kutiv-radiusiv-pur-metalizovanoyu-kraykoyu/,145.98,True,True,33,0,no_full_description,duplicate of 50fdb033-ada3-45b1-af9a-3606016a5a58,identical,2,low
130939,25d4c472-11a0-420f-be4a-69e14d4b106e,25d4c472-11a0-420f-be4a-69e14d4b106e,canonical,"Крайкування кутів, радіусів стяжок ПУР металізованою крайкою",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kraykuvannya-kutiv-radiusiv-styazhok-pur-metalizovanoyu-kraykoyu/,184.98,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
130939,25d4c472-11a0-420f-be4a-69e14d4b106e,4f715a27-b177-4dfa-904d-fb586088f74d,duplicate,"Крайкування кутів, радіусів стяжок ПУР металізованою крайкою",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kraykuvannya-kutiv-radiusiv-styazhok-pur-metalizovanoyu-kraykoyu/,184.98,True,True,33,0,no_full_description,duplicate of 25d4c472-11a0-420f-be4a-69e14d4b106e,identical,2,low
131992,42c72222-af81-429c-a013-90216510d737,42c72222-af81-429c-a013-90216510d737,canonical,Складний фрезерний різ в РС (плит ВГ/ ГТ),viyar-services/frezerovka,milling,https://viyar.ua/ua/catalog/slozhnyy-frezernyy-rez-v-rs-plit-vg-gt/,60.0,True,True,236,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
131992,42c72222-af81-429c-a013-90216510d737,a5cdfd79-a9b1-460a-b71d-3cc1bd415348,duplicate,Складний фрезерний різ в РС (плит ВГ/ ГТ),viyar-services/frezerovka,milling,https://viyar.ua/ua/catalog/slozhnyy-frezernyy-rez-v-rs-plit-vg-gt/,60.0,True,True,236,0,no_full_description,duplicate of 42c72222-af81-429c-a013-90216510d737,identical,2,low
